idade,genero,escolaridade,renda_anual,experiencia_profissional_anos,tipo_moradia,valor_emprestimo,finalidade_emprestimo,taxa_juros_emprestimo,percentual_renda_comprometida,historico_credito_anos,score_credito,inadimplencia_anterior,status_emprestimo
23,feminino,graduacao,79992.0,1,financiada,4000.0,consolidacao_dividas,15.62,0.05,4,654,nao,aprovado
23,masculino,tecnologo,67907.0,0,financiada,5650.0,saude,10.99,0.08,3,562,nao,aprovado
22,masculino,tecnologo,58731.0,0,aluguel,10000.0,saude,11.71,0.17,4,557,sim,negado
25,masculino,graduacao,87526.0,7,financiada,9000.0,educacao,15.62,0.1,4,695,nao,negado
23,masculino,graduacao,52338.0,0,aluguel,10000.0,educacao,16.89,0.19,4,584,nao,aprovado
24,masculino,graduacao,59429.0,0,aluguel,10000.0,pessoal,13.85,0.17,4,603,nao,negado
22,feminino,ensino_medio,60053.0,0,aluguel,10000.0,educacao,12.87,0.17,2,649,sim,negado
22,masculino,graduacao,52694.0,3,aluguel,10000.0,saude,16.77,0.19,2,656,nao,aprovado
22,masculino,graduacao,87431.0,1,financiada,8400.0,educacao,5.42,0.1,2,662,sim,negado
24,feminino,tecnologo,60188.0,0,aluguel,10000.0,empreendimento,13.49,0.17,3,643,sim,negado
24,feminino,graduacao,87502.0,5,financiada,6000.0,saude,13.49,0.07,2,607,sim,negado
24,masculino,ensino_medio,52839.0,6,aluguel,10000.0,saude,13.62,0.19,3,678,nao,aprovado
24,masculino,graduacao,87435.0,3,propria,9000.0,reforma_residencial,7.49,0.1,4,670,nao,negado
26,feminino,mestrado,60450.0,7,aluguel,10000.0,empreendimento,13.11,0.17,3,591,sim,negado
24,masculino,ensino_medio,60727.0,6,aluguel,10000.0,saude,11.01,0.16,3,709,sim,negado
26,masculino,tecnologo,87173.0,4,financiada,16000.0,empreendimento,10.59,0.18,3,672,nao,negado
22,masculino,ensino_medio,61419.0,0,aluguel,10000.0,consolidacao_dividas,11.14,0.16,2,562,nao,negado
24,masculino,graduacao,87506.0,3,financiada,12000.0,pessoal,5.42,0.14,2,679,nao,negado
24,masculino,tecnologo,87488.0,3,financiada,11200.0,saude,7.29,0.13,4,618,sim,negado
22,feminino,graduacao,61005.0,0,aluguel,10000.0,pessoal,11.71,0.16,3,680,nao,negado
26,feminino,graduacao,87330.0,7,financiada,10500.0,reforma_residencial,15.28,0.12,2,651,nao,negado
24,feminino,tecnologo,87183.0,0,financiada,3000.0,pessoal,11.01,0.03,2,682,nao,negado
23,feminino,tecnologo,61006.0,0,aluguel,10000.0,educacao,7.51,0.16,3,671,sim,negado
25,feminino,tecnologo,87017.0,2,financiada,2100.0,reforma_residencial,7.66,0.02,3,545,sim,negado
25,masculino,ensino_medio,87505.0,1,propria,18000.0,educacao,7.66,0.21,3,644,sim,negado
24,masculino,mestrado,87324.0,2,financiada,6000.0,educacao,16.77,0.07,3,675,nao,negado
23,feminino,tecnologo,61325.0,0,aluguel,10000.0,educacao,9.91,0.16,3,542,sim,negado
23,feminino,tecnologo,60866.0,2,aluguel,10000.0,consolidacao_dividas,11.01,0.16,2,661,nao,negado
25,feminino,mestrado,87233.0,0,propria,16000.0,empreendimento,17.14,0.18,3,702,sim,negado
21,masculino,ensino_medio,60415.0,0,aluguel,10000.0,consolidacao_dividas,11.71,0.17,3,603,sim,negado
21,masculino,tecnologo,61030.0,0,aluguel,10000.0,educacao,6.03,0.16,4,663,sim,negado
24,feminino,tecnologo,61249.0,2,aluguel,10000.0,consolidacao_dividas,7.51,0.16,4,651,sim,negado
24,feminino,tecnologo,61173.0,0,aluguel,10000.0,reforma_residencial,14.27,0.16,4,517,sim,negado
22,feminino,graduacao,87152.0,0,propria,16000.0,empreendimento,10.37,0.18,3,706,sim,negado
24,feminino,graduacao,87422.0,0,financiada,2100.0,empreendimento,11.01,0.02,2,664,nao,negado
25,masculino,ensino_medio,87544.0,1,financiada,2000.0,reforma_residencial,7.66,0.02,4,607,nao,negado
22,masculino,ensino_medio,87237.0,0,financiada,10000.0,educacao,11.01,0.11,2,578,sim,negado
24,masculino,graduacao,60854.0,1,aluguel,10000.0,pessoal,11.71,0.16,2,540,sim,negado
26,masculino,mestrado,61212.0,0,aluguel,10000.0,pessoal,8.49,0.16,3,534,sim,negado
21,masculino,ensino_medio,60927.0,0,aluguel,10000.0,consolidacao_dividas,6.99,0.16,4,582,sim,negado
24,feminino,mestrado,60942.0,0,aluguel,10000.0,pessoal,7.49,0.16,2,642,nao,negado
22,masculino,graduacao,60870.0,3,aluguel,10000.0,saude,12.99,0.16,4,700,sim,negado
25,masculino,ensino_medio,61329.0,2,aluguel,10000.0,educacao,7.49,0.16,3,703,sim,negado
22,masculino,ensino_medio,61105.0,3,aluguel,10000.0,educacao,10.99,0.16,2,585,nao,negado
22,feminino,mestrado,61118.0,0,aluguel,10000.0,consolidacao_dividas,13.99,0.16,2,663,sim,negado
24,feminino,graduacao,87309.0,2,financiada,10000.0,educacao,12.98,0.11,4,699,sim,negado
22,masculino,tecnologo,87438.0,1,financiada,5000.0,educacao,6.54,0.06,4,663,nao,negado
21,masculino,tecnologo,87337.0,0,financiada,2000.0,consolidacao_dividas,6.54,0.02,2,681,sim,negado
22,masculino,ensino_medio,87547.0,0,financiada,10800.0,pessoal,6.91,0.12,3,593,nao,negado
24,masculino,graduacao,87247.0,3,financiada,5000.0,saude,9.25,0.06,2,660,sim,negado
24,masculino,mestrado,61400.0,1,aluguel,10000.0,consolidacao_dividas,7.29,0.16,4,662,sim,negado
25,feminino,graduacao,53862.0,3,aluguel,10000.0,saude,15.65,0.19,4,564,nao,aprovado
22,feminino,graduacao,87616.0,0,financiada,3500.0,consolidacao_dividas,5.42,0.04,4,685,sim,negado
23,masculino,graduacao,61116.0,1,aluguel,10000.0,educacao,9.63,0.16,3,631,sim,negado
23,masculino,mestrado,61182.0,0,aluguel,10000.0,educacao,6.92,0.16,2,663,nao,negado
23,feminino,graduacao,87571.0,1,financiada,7000.0,educacao,6.17,0.08,3,655,sim,negado
23,masculino,tecnologo,87507.0,1,financiada,6000.0,consolidacao_dividas,6.17,0.07,3,635,sim,negado
24,masculino,ensino_medio,87143.0,5,financiada,6000.0,empreendimento,9.99,0.07,2,621,sim,negado
23,masculino,tecnologo,61261.0,0,aluguel,10000.0,saude,11.01,0.16,2,567,sim,negado
26,feminino,tecnologo,60877.0,5,aluguel,10000.0,reforma_residencial,6.91,0.16,2,651,sim,negado
24,feminino,graduacao,68142.0,1,financiada,4900.0,saude,15.95,0.07,4,536,nao,aprovado
23,masculino,ensino_medio,87117.0,0,financiada,5000.0,pessoal,11.86,0.06,2,602,sim,negado
25,feminino,mestrado,87384.0,5,financiada,15000.0,consolidacao_dividas,7.88,0.17,3,627,sim,negado
23,masculino,tecnologo,87751.0,3,financiada,8700.0,pessoal,6.76,0.1,4,570,sim,negado
23,feminino,graduacao,87740.0,0,financiada,8000.0,saude,13.61,0.09,2,627,sim,negado
23,masculino,ensino_medio,87064.0,1,financiada,9000.0,empreendimento,6.76,0.1,2,588,sim,negado
22,masculino,ensino_medio,61340.0,0,aluguel,10000.0,saude,6.17,0.16,2,572,sim,negado
24,masculino,tecnologo,54082.0,0,aluguel,10000.0,empreendimento,11.01,0.18,3,603,nao,aprovado
23,feminino,ensino_medio,87026.0,3,financiada,6400.0,educacao,7.51,0.07,2,690,nao,negado
24,feminino,graduacao,87633.0,5,financiada,8000.0,empreendimento,7.88,0.09,4,655,nao,negado
22,feminino,graduacao,53740.0,0,aluguel,10000.0,empreendimento,15.58,0.19,3,634,nao,aprovado
22,masculino,graduacao,60831.0,0,aluguel,10000.0,saude,7.88,0.16,3,614,sim,negado
24,feminino,graduacao,87373.0,1,financiada,18000.0,empreendimento,11.86,0.21,4,603,sim,negado
23,masculino,graduacao,87363.0,3,financiada,5975.0,saude,11.01,0.07,3,689,sim,negado
22,masculino,ensino_medio,87208.0,0,financiada,15000.0,pessoal,16.32,0.17,4,641,sim,negado
26,feminino,mestrado,87279.0,4,financiada,10000.0,reforma_residencial,11.01,0.11,3,613,nao,negado
25,masculino,tecnologo,61256.0,0,aluguel,10000.0,educacao,16.82,0.16,2,631,sim,negado
23,masculino,ensino_medio,87466.0,3,financiada,11875.0,educacao,10.38,0.14,3,616,sim,negado
22,feminino,ensino_medio,61014.0,2,aluguel,10000.0,pessoal,7.88,0.16,3,643,nao,negado
22,feminino,graduacao,61207.0,0,aluguel,10000.0,educacao,13.57,0.16,3,586,sim,negado
22,feminino,tecnologo,87824.0,0,financiada,12000.0,empreendimento,14.84,0.14,4,646,sim,negado
25,masculino,graduacao,87309.0,4,propria,6000.0,empreendimento,7.14,0.07,4,653,nao,negado
23,feminino,mestrado,61078.0,0,aluguel,10000.0,saude,8.94,0.16,3,627,sim,negado
26,feminino,mestrado,61027.0,4,aluguel,10000.0,saude,10.95,0.16,4,698,nao,negado
22,masculino,graduacao,87835.0,0,financiada,5000.0,educacao,11.01,0.06,2,673,sim,negado
25,masculino,graduacao,60888.0,2,aluguel,10000.0,consolidacao_dividas,10.95,0.16,3,552,sim,negado
22,masculino,ensino_medio,61059.0,3,aluguel,10000.0,educacao,9.32,0.16,2,620,sim,negado
25,feminino,mestrado,87336.0,3,financiada,10000.0,reforma_residencial,14.96,0.11,3,585,sim,negado
23,feminino,tecnologo,61085.0,3,aluguel,10000.0,educacao,6.17,0.16,4,602,sim,negado
25,feminino,ensino_medio,87498.0,2,financiada,3200.0,educacao,6.39,0.04,3,640,sim,negado
22,feminino,graduacao,87298.0,3,financiada,8000.0,educacao,16.45,0.09,4,618,nao,negado
22,masculino,graduacao,60715.0,0,aluguel,10000.0,pessoal,12.21,0.16,2,486,sim,negado
24,feminino,tecnologo,61322.0,0,aluguel,10000.0,empreendimento,13.79,0.16,4,651,sim,negado
23,masculino,mestrado,68357.0,1,financiada,18000.0,saude,14.22,0.26,2,611,nao,aprovado
25,feminino,ensino_medio,87104.0,3,propria,18000.0,reforma_residencial,16.82,0.21,2,631,sim,negado
22,feminino,graduacao,54301.0,0,aluguel,10000.0,reforma_residencial,11.36,0.18,2,507,nao,aprovado
25,masculino,graduacao,61734.0,4,aluguel,10000.0,consolidacao_dividas,13.85,0.16,2,690,sim,negado
24,masculino,ensino_medio,87529.0,2,financiada,16000.0,educacao,10.25,0.18,3,556,sim,negado
22,feminino,ensino_medio,54942.0,0,aluguel,10000.0,reforma_residencial,15.96,0.18,2,667,nao,aprovado
22,masculino,ensino_medio,87240.0,0,propria,15000.0,pessoal,10.25,0.17,3,616,sim,negado
24,masculino,ensino_medio,87190.0,1,financiada,8200.0,reforma_residencial,7.88,0.09,4,644,sim,negado
26,feminino,ensino_medio,87340.0,3,financiada,6600.0,reforma_residencial,11.01,0.08,2,561,sim,negado
26,masculino,graduacao,55189.0,0,aluguel,10000.0,pessoal,11.86,0.18,4,674,nao,aprovado
24,feminino,mestrado,62220.0,4,aluguel,10000.0,educacao,11.83,0.16,2,557,sim,negado
23,feminino,ensino_medio,87315.0,3,financiada,16000.0,saude,7.4,0.18,3,692,sim,negado
26,feminino,graduacao,87280.0,3,propria,10000.0,saude,7.74,0.11,4,615,nao,negado
24,masculino,graduacao,87418.0,6,financiada,9000.0,educacao,11.01,0.1,2,680,nao,negado
22,masculino,mestrado,55138.0,2,aluguel,10000.0,empreendimento,11.01,0.18,2,588,nao,aprovado
24,masculino,tecnologo,62597.0,0,aluguel,10000.0,consolidacao_dividas,10.75,0.16,3,604,sim,negado
26,masculino,tecnologo,80272.0,6,financiada,12000.0,reforma_residencial,11.01,0.15,3,655,nao,aprovado
22,masculino,graduacao,62906.0,1,aluguel,10000.0,educacao,11.01,0.16,2,697,nao,negado
25,masculino,ensino_medio,87471.0,1,financiada,20000.0,consolidacao_dividas,11.83,0.23,4,486,sim,negado
24,masculino,graduacao,87589.0,1,financiada,20000.0,pessoal,13.57,0.23,3,552,sim,negado
23,masculino,tecnologo,62653.0,0,aluguel,10000.0,pessoal,10.65,0.16,3,630,sim,negado
22,masculino,graduacao,62924.0,0,aluguel,10000.0,pessoal,9.51,0.16,3,610,nao,negado
25,feminino,ensino_medio,87598.0,7,financiada,5000.0,pessoal,12.18,0.06,3,521,sim,negado
26,feminino,graduacao,63506.0,3,aluguel,10000.0,pessoal,13.23,0.16,4,690,sim,negado
24,feminino,ensino_medio,63304.0,1,aluguel,10000.0,consolidacao_dividas,9.91,0.16,2,564,nao,negado
24,masculino,ensino_medio,63575.0,0,aluguel,10000.0,educacao,12.42,0.16,2,489,sim,negado
25,feminino,graduacao,87738.0,2,financiada,25000.0,educacao,11.89,0.28,2,706,sim,negado
25,masculino,tecnologo,63463.0,4,aluguel,10000.0,educacao,11.01,0.16,2,671,nao,negado
24,masculino,graduacao,87612.0,4,financiada,8000.0,consolidacao_dividas,12.21,0.09,4,687,sim,negado
22,masculino,tecnologo,63434.0,0,aluguel,10000.0,empreendimento,11.71,0.16,3,615,sim,negado
24,masculino,graduacao,63766.0,1,aluguel,10000.0,reforma_residencial,11.99,0.16,4,676,sim,negado
23,masculino,graduacao,55997.0,0,aluguel,10000.0,reforma_residencial,13.43,0.18,4,667,nao,aprovado
26,masculino,ensino_medio,79722.0,4,financiada,15000.0,consolidacao_dividas,14.42,0.19,2,561,nao,aprovado
25,feminino,ensino_medio,62972.0,1,aluguel,10000.0,reforma_residencial,6.91,0.16,2,588,sim,negado
25,masculino,graduacao,63543.0,1,aluguel,10000.0,empreendimento,5.79,0.16,3,663,sim,negado
22,masculino,tecnologo,87401.0,0,outro,15000.0,empreendimento,11.58,0.17,2,622,sim,negado
26,masculino,mestrado,87262.0,3,financiada,4000.0,educacao,9.32,0.05,4,683,sim,negado
23,feminino,tecnologo,63405.0,2,aluguel,10000.0,empreendimento,6.54,0.16,2,665,sim,negado
24,masculino,tecnologo,63101.0,1,aluguel,10000.0,consolidacao_dividas,7.88,0.16,4,642,nao,negado
22,masculino,tecnologo,87666.0,0,financiada,25000.0,empreendimento,9.83,0.29,3,669,nao,negado
24,masculino,graduacao,87424.0,1,financiada,5000.0,reforma_residencial,13.93,0.06,2,599,sim,negado
23,masculino,ensino_medio,56467.0,0,aluguel,10000.0,consolidacao_dividas,12.61,0.18,2,659,nao,aprovado
23,feminino,tecnologo,56770.0,2,aluguel,10000.0,pessoal,14.26,0.18,3,661,nao,aprovado
22,feminino,mestrado,87269.0,0,financiada,5500.0,educacao,11.71,0.06,3,625,sim,negado
22,masculino,mestrado,64586.0,0,aluguel,10000.0,saude,9.99,0.15,4,692,sim,negado
21,feminino,ensino_medio,64752.0,1,aluguel,10000.0,educacao,7.51,0.15,4,600,sim,negado
22,masculino,mestrado,87248.0,0,financiada,13000.0,educacao,11.01,0.15,3,583,nao,negado
21,masculino,graduacao,64383.0,0,aluguel,10000.0,consolidacao_dividas,10.62,0.16,3,449,sim,negado
24,masculino,graduacao,87477.0,0,financiada,16000.0,educacao,10.25,0.18,4,614,sim,negado
26,masculino,mestrado,64789.0,4,aluguel,10000.0,consolidacao_dividas,8.59,0.15,4,665,sim,negado
22,feminino,graduacao,87702.0,1,outro,18000.0,empreendimento,12.53,0.21,3,718,sim,negado
21,feminino,tecnologo,87582.0,0,financiada,8000.0,empreendimento,6.99,0.09,2,624,sim,negado
25,feminino,mestrado,64495.0,0,aluguel,10000.0,saude,9.32,0.16,4,689,sim,negado
24,feminino,graduacao,58035.0,0,aluguel,10000.0,saude,16.32,0.17,3,640,nao,aprovado
22,masculino,ensino_medio,65377.0,1,aluguel,10000.0,educacao,9.99,0.15,3,650,sim,negado
23,masculino,ensino_medio,68512.0,0,financiada,30000.0,saude,16.49,0.44,2,655,nao,aprovado
24,feminino,tecnologo,87894.0,3,financiada,35000.0,reforma_residencial,13.99,0.4,4,532,sim,negado
24,feminino,ensino_medio,88038.0,3,financiada,25000.0,pessoal,17.99,0.28,2,644,nao,negado
25,masculino,mestrado,88095.0,2,financiada,8000.0,empreendimento,17.39,0.09,3,522,sim,negado
24,masculino,graduacao,87728.0,2,financiada,15000.0,reforma_residencial,11.01,0.17,3,568,sim,negado
24,masculino,graduacao,87791.0,1,financiada,25000.0,reforma_residencial,10.74,0.28,4,680,sim,negado
21,masculino,graduacao,57770.0,0,aluguel,10000.0,saude,15.33,0.17,4,715,nao,aprovado
22,feminino,graduacao,65328.0,0,aluguel,10000.0,empreendimento,6.62,0.15,4,607,nao,negado
26,masculino,graduacao,65470.0,5,aluguel,10000.0,educacao,7.9,0.15,2,676,sim,negado
22,masculino,mestrado,58737.0,0,aluguel,10000.0,consolidacao_dividas,17.99,0.17,4,682,nao,aprovado
22,masculino,ensino_medio,88159.0,0,financiada,13200.0,educacao,7.29,0.15,3,584,sim,negado
23,feminino,graduacao,80811.0,1,financiada,22000.0,consolidacao_dividas,8.88,0.27,2,566,nao,aprovado
24,feminino,tecnologo,65754.0,4,aluguel,10000.0,pessoal,13.35,0.15,4,653,sim,negado
25,masculino,ensino_medio,65985.0,1,aluguel,10000.0,pessoal,11.46,0.15,4,627,sim,negado
26,masculino,mestrado,66095.0,5,aluguel,10000.0,saude,11.86,0.15,2,614,nao,negado
24,feminino,ensino_medio,66440.0,5,aluguel,10000.0,reforma_residencial,11.89,0.15,3,658,sim,negado
26,masculino,doutorado,88191.0,1,financiada,4500.0,saude,7.74,0.05,2,650,sim,negado
26,feminino,graduacao,88097.0,7,propria,12000.0,empreendimento,11.01,0.14,2,584,sim,negado
24,feminino,graduacao,67169.0,1,aluguel,10000.0,saude,12.99,0.15,2,635,nao,negado
25,feminino,graduacao,59592.0,3,aluguel,10000.0,saude,14.54,0.17,2,640,nao,aprovado
23,masculino,graduacao,66845.0,1,aluguel,10000.0,pessoal,7.51,0.15,3,660,sim,negado
24,masculino,ensino_medio,88265.0,1,financiada,2300.0,reforma_residencial,10.62,0.03,4,660,nao,negado
25,masculino,tecnologo,81212.0,2,financiada,12000.0,consolidacao_dividas,9.63,0.15,4,636,nao,aprovado
24,masculino,mestrado,88358.0,1,financiada,11200.0,pessoal,13.79,0.13,2,702,sim,negado
25,masculino,graduacao,88572.0,2,financiada,20000.0,pessoal,13.22,0.23,2,609,nao,negado
25,masculino,ensino_medio,88636.0,0,financiada,10000.0,pessoal,12.99,0.11,3,655,nao,negado
24,masculino,tecnologo,88733.0,0,financiada,12000.0,pessoal,11.01,0.14,4,598,nao,negado
26,masculino,ensino_medio,88882.0,5,financiada,15000.0,educacao,10.38,0.17,4,594,sim,negado
22,masculino,tecnologo,66943.0,0,aluguel,10000.0,empreendimento,15.27,0.15,3,651,sim,negado
22,masculino,graduacao,88691.0,0,financiada,22000.0,consolidacao_dividas,15.96,0.25,4,655,sim,negado
25,masculino,graduacao,59140.0,4,aluguel,10000.0,reforma_residencial,6.62,0.17,4,626,nao,aprovado
26,masculino,ensino_medio,88451.0,6,financiada,10625.0,educacao,6.03,0.12,4,559,sim,negado
25,masculino,ensino_medio,88675.0,4,financiada,6500.0,empreendimento,6.03,0.07,3,678,sim,negado
23,feminino,ensino_medio,66905.0,0,aluguel,10000.0,pessoal,10.59,0.15,4,592,sim,negado
22,masculino,graduacao,88810.0,0,financiada,7000.0,empreendimento,7.49,0.08,2,620,sim,negado
22,masculino,mestrado,88410.0,0,financiada,7000.0,educacao,10.59,0.08,2,650,nao,negado
22,masculino,tecnologo,88915.0,0,financiada,12000.0,empreendimento,16.89,0.13,2,621,sim,negado
24,feminino,mestrado,88600.0,6,financiada,10000.0,saude,11.99,0.11,2,651,nao,negado
25,masculino,ensino_medio,66858.0,0,aluguel,10000.0,pessoal,5.42,0.15,4,589,sim,negado
23,masculino,ensino_medio,66916.0,0,aluguel,10000.0,educacao,10.59,0.15,2,662,sim,negado
23,masculino,mestrado,67032.0,2,aluguel,10000.0,educacao,10.37,0.15,4,600,sim,negado
22,feminino,graduacao,66892.0,2,aluguel,10000.0,saude,10.37,0.15,2,601,sim,negado
22,feminino,graduacao,88642.0,0,financiada,5000.0,saude,7.49,0.06,2,519,sim,negado
22,masculino,ensino_medio,88474.0,0,financiada,17000.0,saude,11.99,0.19,3,541,sim,negado
24,masculino,tecnologo,88718.0,2,financiada,10000.0,saude,7.49,0.11,3,689,nao,negado
23,masculino,ensino_medio,66996.0,0,aluguel,10000.0,educacao,5.79,0.15,3,637,sim,negado
24,masculino,graduacao,67404.0,0,aluguel,10000.0,reforma_residencial,5.42,0.15,2,708,sim,negado
24,masculino,ensino_medio,69512.0,2,financiada,4500.0,saude,10.0,0.06,3,668,nao,aprovado
24,feminino,graduacao,88865.0,3,financiada,6500.0,educacao,5.42,0.07,2,610,sim,negado
23,feminino,mestrado,88217.0,4,financiada,7000.0,empreendimento,10.74,0.08,3,621,nao,negado
22,masculino,mestrado,59910.0,2,aluguel,10000.0,pessoal,16.45,0.17,2,672,nao,aprovado
25,masculino,tecnologo,88362.0,1,financiada,3500.0,consolidacao_dividas,13.23,0.04,2,615,nao,negado
25,feminino,graduacao,88619.0,0,financiada,9000.0,consolidacao_dividas,11.86,0.1,4,651,nao,negado
26,masculino,ensino_medio,88607.0,0,financiada,14400.0,saude,13.61,0.16,4,610,sim,negado
26,masculino,graduacao,67104.0,2,aluguel,10000.0,saude,8.59,0.15,3,696,nao,negado
24,feminino,mestrado,88254.0,2,financiada,8000.0,educacao,13.23,0.09,2,657,sim,negado
24,masculino,graduacao,67093.0,5,aluguel,10000.0,consolidacao_dividas,8.94,0.15,3,550,nao,negado
22,feminino,tecnologo,88571.0,1,financiada,3000.0,saude,11.01,0.03,4,673,sim,negado
26,feminino,mestrado,81463.0,5,propria,5000.0,consolidacao_dividas,16.45,0.06,3,696,nao,aprovado
24,masculino,graduacao,88337.0,1,financiada,16000.0,educacao,7.88,0.18,4,635,sim,negado
24,masculino,graduacao,67019.0,0,aluguel,10000.0,empreendimento,14.93,0.15,3,583,sim,negado
25,masculino,mestrado,66826.0,4,aluguel,10000.0,empreendimento,13.16,0.15,2,549,sim,negado
26,masculino,tecnologo,67376.0,3,aluguel,10000.0,saude,11.01,0.15,4,680,sim,negado
24,feminino,ensino_medio,68232.0,0,aluguel,10000.0,educacao,6.03,0.15,4,693,nao,negado
23,masculino,ensino_medio,88553.0,1,financiada,7500.0,educacao,13.22,0.08,2,668,nao,negado
24,masculino,ensino_medio,88438.0,0,financiada,14400.0,consolidacao_dividas,8.94,0.16,2,569,sim,negado
24,feminino,ensino_medio,68165.0,0,aluguel,10000.0,saude,12.21,0.15,2,625,sim,negado
26,feminino,mestrado,81393.0,7,financiada,6500.0,consolidacao_dividas,14.11,0.08,2,710,nao,aprovado
23,masculino,mestrado,67983.0,2,aluguel,10000.0,pessoal,11.83,0.15,3,679,sim,negado
25,feminino,graduacao,69119.0,1,financiada,25000.0,saude,10.91,0.36,3,666,nao,aprovado
24,masculino,ensino_medio,68940.0,2,aluguel,10000.0,reforma_residencial,11.01,0.15,4,654,sim,negado
22,masculino,tecnologo,88816.0,0,financiada,11200.0,pessoal,11.01,0.13,2,629,sim,negado
25,feminino,ensino_medio,89162.0,1,financiada,25000.0,empreendimento,16.45,0.28,3,576,sim,negado
23,feminino,graduacao,88970.0,3,financiada,1000.0,empreendimento,10.36,0.01,2,593,nao,negado
26,feminino,mestrado,69583.0,4,aluguel,10000.0,empreendimento,7.9,0.14,4,698,nao,negado
25,masculino,tecnologo,88781.0,2,financiada,5000.0,consolidacao_dividas,11.01,0.06,2,607,sim,negado
26,masculino,mestrado,89029.0,8,financiada,17500.0,empreendimento,11.01,0.2,3,707,sim,negado
25,masculino,tecnologo,69462.0,1,aluguel,10000.0,pessoal,14.27,0.14,4,592,nao,negado
21,masculino,mestrado,81754.0,3,financiada,20000.0,empreendimento,17.74,0.24,2,715,nao,aprovado
23,feminino,ensino_medio,88922.0,1,financiada,7500.0,educacao,11.01,0.08,2,654,sim,negado
26,masculino,ensino_medio,89116.0,4,propria,35000.0,pessoal,9.91,0.39,2,667,sim,negado
24,feminino,graduacao,89061.0,0,financiada,7000.0,educacao,6.99,0.08,2,663,nao,negado
23,feminino,graduacao,82329.0,0,financiada,25000.0,reforma_residencial,13.49,0.3,3,586,nao,aprovado
22,feminino,ensino_medio,61951.0,1,aluguel,10000.0,educacao,5.42,0.16,4,581,nao,aprovado
24,masculino,mestrado,62103.0,0,aluguel,10000.0,consolidacao_dividas,17.19,0.16,2,630,nao,aprovado
23,feminino,graduacao,89248.0,0,financiada,10000.0,empreendimento,6.92,0.11,4,640,sim,negado
23,feminino,tecnologo,69085.0,4,aluguel,10000.0,consolidacao_dividas,11.48,0.14,4,588,sim,negado
26,masculino,graduacao,70059.0,2,aluguel,10000.0,reforma_residencial,6.62,0.14,4,649,nao,negado
23,masculino,ensino_medio,69838.0,0,aluguel,10000.0,empreendimento,15.58,0.14,4,648,sim,negado
21,feminino,graduacao,70546.0,0,aluguel,10000.0,educacao,9.25,0.14,4,624,nao,negado
23,feminino,mestrado,70665.0,2,aluguel,10000.0,educacao,13.23,0.14,3,644,sim,negado
24,masculino,ensino_medio,82141.0,2,financiada,10000.0,pessoal,9.99,0.12,2,616,nao,aprovado
24,feminino,graduacao,89540.0,2,financiada,24000.0,reforma_residencial,11.36,0.27,2,561,sim,negado
22,feminino,mestrado,70795.0,0,aluguel,10000.0,consolidacao_dividas,6.54,0.14,2,653,sim,negado
23,masculino,mestrado,82161.0,0,financiada,15000.0,educacao,14.11,0.18,3,625,nao,aprovado
23,masculino,ensino_medio,70916.0,1,aluguel,10000.0,consolidacao_dividas,7.88,0.14,2,638,sim,negado
24,feminino,mestrado,89747.0,2,financiada,3900.0,consolidacao_dividas,5.99,0.04,4,615,sim,negado
22,masculino,tecnologo,89882.0,1,financiada,9000.0,educacao,11.01,0.1,2,634,sim,negado
23,masculino,mestrado,70967.0,0,aluguel,10000.0,saude,7.49,0.14,4,677,sim,negado
22,feminino,graduacao,71504.0,2,aluguel,10000.0,pessoal,7.51,0.14,4,612,sim,negado
26,feminino,graduacao,64484.0,0,aluguel,10000.0,empreendimento,12.8,0.16,3,611,nao,aprovado
25,masculino,ensino_medio,71878.0,4,aluguel,10000.0,empreendimento,14.17,0.14,3,610,sim,negado
25,masculino,tecnologo,89741.0,2,financiada,12000.0,empreendimento,6.03,0.13,3,639,sim,negado
23,masculino,mestrado,71625.0,1,aluguel,10000.0,educacao,11.01,0.14,3,557,sim,negado
26,feminino,ensino_medio,89820.0,2,financiada,10000.0,reforma_residencial,6.62,0.11,4,495,sim,negado
21,masculino,ensino_medio,90075.0,0,financiada,25000.0,empreendimento,12.69,0.28,3,565,sim,negado
26,masculino,mestrado,89890.0,5,financiada,1200.0,consolidacao_dividas,12.69,0.01,2,572,sim,negado
24,masculino,graduacao,71667.0,1,aluguel,10000.0,educacao,11.01,0.14,4,660,sim,negado
22,masculino,mestrado,89899.0,0,financiada,2500.0,saude,6.62,0.03,3,608,sim,negado
21,feminino,ensino_medio,89593.0,0,financiada,15000.0,consolidacao_dividas,11.99,0.17,3,652,sim,negado
22,feminino,ensino_medio,89768.0,0,financiada,4000.0,saude,6.99,0.04,4,675,sim,negado
24,masculino,mestrado,72377.0,5,aluguel,10000.0,reforma_residencial,5.99,0.14,3,657,sim,negado
25,masculino,graduacao,89770.0,1,propria,16000.0,empreendimento,8.49,0.18,3,681,sim,negado
26,feminino,ensino_medio,89870.0,3,financiada,4475.0,empreendimento,9.99,0.05,4,635,sim,negado
23,masculino,ensino_medio,89669.0,0,propria,15000.0,pessoal,15.99,0.17,4,669,nao,negado
23,masculino,graduacao,89757.0,1,financiada,10000.0,educacao,11.01,0.11,2,669,nao,negado
26,masculino,graduacao,89651.0,3,financiada,3500.0,empreendimento,11.01,0.04,4,642,nao,negado
25,masculino,tecnologo,72801.0,5,aluguel,10000.0,empreendimento,9.91,0.14,3,641,nao,negado
